hhid,province,Weight_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,collected_eggs_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,vax_Chickens,cur_trt_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,purchase_spending_Chickens,breeding_Chickens,breeding_cost_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,sale_rate_Chickens,vax_pct_Chickens,num_vax_Chickens,trt_vax_spending_Chickens,cur_trt_spending_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_kept_pct_Chickens,eggs_sold_pct_Chickens,eggs_lost_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,Weight_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,collected_eggs_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,vax_Ducks,cur_trt_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,purchase_spending_Ducks,breeding_Ducks,breeding_cost_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,sale_rate_Ducks,vax_pct_Ducks,num_vax_Ducks,trt_vax_spending_Ducks,cur_trt_spending_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_kept_pct_Ducks,eggs_sold_pct_Ducks,eggs_lost_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,raised_Chickens,raised_Ducks,zone
id_146705,10,276.891075663914,40,1,0,60,0,,0,0,0,,0,0,20,0,,0,,,,,0,,,,,,,0,60,20,40,1,60,20,40,61,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,340000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_146714,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_146717,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146725,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.359914893243,40,1,0,30,0,,0,30,10,15000,0,10,10,0,,0,,,,,0,,,,,,,0,30,60,-30,70,.42857143,.85714287,-.42857143,100,.30000001,.1,,,,,,,,,,,,,500,,,500,,,,,10000,15000,,12000,22500,225000,15000,22500,225000,450000,0,1,Plain
id_146730,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146733,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146739,23,28.69697974935,100,1,0,40,0,,0,20,20,20000,0,0,20,0,,0,,,,,1,0,1,0,,,,0,40,60,-20,120,.33333334,.5,-.16666667,160,.125,.125,,,,,,,,,,,,,,,,600,,,,,18000,20000,,16000,46000,920000,20000,26000,520000,1440000,28.69697974935,20,1,0,10,0,,0,2,0,,0,0,10,0,,0,,,,,0,,,,,,,0,10,12,-2,22,.45454547,.54545456,-.090909094,32,.0625,0,,,,,,,,,,,,,,,,500,,,,,12000,,12000,12000,,,12000,30000,300000,300000,1,1,Coastal
id_146746,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146747,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146773,20,279.317039773682,20,1,0,20,0,,0,0,0,,0,0,6,1,1,0,,,,,0,,,,,,,0,20,6,14,6,3.3333333,1,2.3333333,26,0,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,20800,124800,124800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146788,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_146790,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_146802,1,90.91127620575109,20,1,0,0,0,,0,15,0,,0,0,10,0,,0,,,,,0,,,,,,,0,0,25,-25,45,0,.55555558,-.55555558,45,.33333334,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,19500,195000,195000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146809,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146813,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_146820,25,171.288782335458,5,1,0,0,0,,0,0,0,,0,0,2,0,,0,,,,,0,,,,,,,0,0,2,-2,7,0,.2857143,-.2857143,7,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,34000,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146823,20,170.341073498344,21,1,0,15,0,,0,0,0,,0,0,7,1,1,0,,,,,0,,,,,,,0,15,7,8,13,1.1538461,.53846157,.61538464,28,0,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,20800,145600,145600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146833,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146845,8,115.19576262332,15,1,0,12,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,12,5,7,8,1.5,.625,.875,20,0,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,32400,162000,162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146864,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146870,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146872,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146877,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146888,21,59.5728242892863,50,1,0,30,0,,0,5,20,15000,0,5,10,0,,1,9,20,2,500,0,,,,,,,0,30,40,-10,60,.5,.66666669,-.16666667,90,.055555556,.22222222,,,,,360,730.5,0,1,0,0,0,360,500,500,,600,,180000,0,180000,17000,15000,,16000,34500,690000,15000,22500,225000,1095000,59.5728242892863,53,1,0,6,40,5000,0,35,0,,0,0,10,0,,1,8,15,2,,0,,,,200000,,,40,46,45,1,52,.88461536,.86538464,.01923077,98,.35714287,0,,,,,240,730.5,.25,0,.75,60,180,0,500,,500,500,90000,30000,30000,,10000,,10000,12000,,,10000,25000,250000,280000,1,1,Plain
id_146894,7,125.415220040216,70,1,0,30,0,,0,10,20,15000,0,0,30,0,,0,,,,,0,,,,,,,0,30,60,-30,100,.30000001,.60000002,-.30000001,130,.07692308,.15384616,,,,,,,,,,,,,,,,600,,,,,17000,15000,,16000,34500,690000,15000,19500,585000,1275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_146897,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0052372090102,5,1,1,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,5,0,0,0,5,0,0,,,,,,,,,,,,,,,,500,,,,,15000,,15000,12000,,,15000,,,0,0,1,Mountain
id_146898,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_146908,7,76.4726951464731,20,1,0,15,0,,0,20,0,,0,0,5,0,,0,,,,,0,,,,,,,0,15,25,-10,30,.5,.83333331,-.33333334,45,.44444445,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,22100,110500,110500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_146929,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146941,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146949,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146956,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146957,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146966,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146969,17,132.340800509116,10,1,0,50,0,,0,10,0,,0,0,24,0,,0,,,,,0,,,,,,,0,50,34,16,1,50,34,16,51,.19607843,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,13000,312000,312000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146977,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146978,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146980,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146986,2,132.881849402502,60,1,0,40,0,,0,10,20,14000,0,0,10,0,,0,,,,,0,,,,,,,0,40,40,0,60,.66666669,.66666669,0,100,.1,.2,,,,,,,,,,,,,800,,,600,,,,,14000,14000,,16000,32200,644000,14000,19600,196000,840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146990,7,36.5620089730499,10,1,0,50,25,19000,0,5,25,19000,0,10,5,0,,0,,,,,1,,,,475000,,,25,75,45,30,1,75,45,30,76,.065789476,.32894737,,,,,,,,,,,,,,,,600,,,,,17000,19000,,16000,43700,1092500,19000,28500,142500,1235000,36.5620089730499,15,1,0,0,0,,0,1,0,,0,0,0,0,,1,11,31,10,,0,,,,,,,0,0,1,-1,16,0,.0625,-.0625,16,.0625,0,,,,,3410,3652.5,1,0,0,3410,0,0,500,,500,500,,1705000,1705000,,10000,,10000,12000,,,10000,,,1705000,1,1,Coastal
id_146991,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_146997,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_147002,2,132.560394465382,5,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,5,0,0,0,5,0,0,,,,,,,,,,,,,800,,,600,,,,,14000,,14000,16000,,,14000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_147015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_147016,17,108.423197438679,20,1,0,10,0,,0,3,5,13000,0,0,4,0,,0,,,,,0,,,,,,,0,10,12,-2,22,.45454547,.54545456,-.090909094,32,.09375,.15625,,,,,,,,,,,,,,,,600,,,,,13000,13000,,16000,29900,149500,13000,13000,52000,201500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_147023,4,248.621463894198,30,1,0,25,2,10000,0,27,0,,0,0,0,0,,0,,,,,0,,,,20000,,,2,27,27,0,30,.89999998,.89999998,0,57,.47368422,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,,,0,248.621463894198,60,1,0,40,0,,0,40,0,,0,0,4,0,,0,,,,,0,,,,,,,0,40,44,-4,64,.625,.6875,-.0625,104,.38461539,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,25000,100000,100000,1,1,Tonle Sap
id_147024,7,76.3950578925172,22,1,0,0,0,,0,19,0,,0,0,15,0,,0,,,,,0,,,,,,,0,0,34,-34,56,0,.60714287,-.60714287,56,.3392857,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,255000,255000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_147027,7,120.010635953801,100,1,0,58,0,,0,35,18,15000,5,5,30,0,,0,,,,,0,,,,,,,0,58,93,-35,135,.42962962,.68888891,-.25925925,193,.18134715,.093264252,,,,,,,,,,,,,,,,600,,,,,17000,15000,,16000,34500,621000,15000,21000,630000,1251000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_147028,10,91.2275064525536,35,1,0,15,0,,0,15,5,17000,6,0,5,0,,0,,,,,0,,,,,,,0,15,31,-16,51,.29411766,.60784316,-.3137255,66,.22727273,.075757578,,,,,,,,,,,,,,,,600,,,,,17000,17000,,16000,39100,195500,17000,20400,102000,297500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_147051,17,83.40245956821499,23,1,0,20,0,,0,10,3,12000,0,0,5,0,,0,,,,,0,,,,,,,0,20,18,2,21,.95238096,.85714287,.095238097,41,.24390244,.073170729,,,,,,,,,,,,,,,,600,,,,,13000,12000,,16000,27600,82800,12000,12000,60000,142800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_147080,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_147095,7,199.998447772647,15,1,0,8,0,,0,5,0,,0,0,5,0,,0,,,,,0,,,,,,,0,8,10,-2,17,.47058824,.58823532,-.11764706,25,.2,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,127500,127500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_147099,8,45.1431414072671,5,1,0,5,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,5,5,0,5,1,1,0,10,0,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,36000,180000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_147101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_147112,7,161.568076837523,10,1,0,20,0,,0,5,0,,0,0,5,0,,0,,,,,0,,,,,,,0,20,10,10,1,20,10,10,21,.23809524,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,127500,127500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_147113,6,56.3685913775081,15,1,0,10,0,,0,6,0,,0,0,4,0,,0,,,,,0,,,,,,,0,10,10,0,15,.66666669,.66666669,0,25,.23999999,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,21000,84000,84000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_147117,3,99.50544211409751,4,1,0,5,0,,0,2,0,,0,0,2,0,,0,,,,,0,,,,,,,0,5,4,1,3,1.6666666,1.3333334,.33333334,8,.25,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,51000,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_147128,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_147144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_147147,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_147170,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_147175,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_147193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_147194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_147205,19,99.34153701218,5,1,0,14,0,,0,0,0,,0,0,9,0,,0,,,,,0,,,,,,,0,14,9,5,1,14,9,5,15,0,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,22500,202500,202500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_147210,14,265.758639182507,5,1,0,12,0,,0,3,0,,0,0,3,0,,0,,,,,0,,,,,,,0,12,6,6,1,12,6,6,13,.23076923,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,16000,48000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
